Frequency,VSWR,s1,S21(db),fg,hjgfty,tyjt,fdghf,trh
3509300000,-4.16E+01,9.48E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
3634275000,-4.16E+01,7.74E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
3759250000,-4.14E+01,1.01E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
3884225000,-4.13E+01,1.26E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
4009200000,-4.11E+01,1.57E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
4134175000,-4.10E+01,1.91E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
4259150000,-4.09E+01,2.12E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
4384125000,-4.12E+01,2.06E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
4509100000,-4.14E+01,2.05E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
4634075000,-4.16E+01,2.12E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
4759050000,-4.19E+01,2.05E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
4884025000,-4.23E+01,2.10E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
5009000000,-4.26E+01,2.26E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
5133975000,-4.30E+01,2.30E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
5258950000,-4.37E+01,2.26E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
5383925000,-4.39E+01,2.37E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
5508900000,-4.42E+01,2.46E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
5633875000,-4.45E+01,2.70E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
5758850000,-4.51E+01,3.07E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
5883825000,-4.56E+01,3.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
6008800000,-4.65E+01,3.88E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
6133775000,-4.75E+01,4.47E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
6258750000,-4.84E+01,4.98E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
6383725000,-4.85E+01,5.76E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
6508700000,-4.85E+01,6.58E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
6633675000,-4.82E+01,7.65E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
6758650000,-4.71E+01,8.46E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
6883625000,-4.60E+01,9.21E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
7008600000,-4.47E+01,9.84E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
7133575000,-4.35E+01,1.03E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
7258550000,-4.24E+01,1.05E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
7383525000,-4.15E+01,1.07E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
7508500000,-4.05E+01,1.09E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
7633475000,-3.98E+01,1.09E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
7758450000,-3.89E+01,1.07E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
7883425000,-3.81E+01,1.07E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
8008400000,-3.73E+01,1.06E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
8133375000,-3.66E+01,1.04E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
8258350000,-3.60E+01,1.01E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
8383325000,-3.54E+01,9.94E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
8508300000,-3.48E+01,9.74E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
8633275000,-3.43E+01,9.51E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
8758250000,-3.38E+01,9.24E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
8883225000,-3.34E+01,9.04E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
9008200000,-3.30E+01,8.85E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
9133175000,-3.27E+01,8.65E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
9258150000,-3.24E+01,8.41E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
9383125000,-3.22E+01,8.17E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
9508100000,-3.20E+01,7.93E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
9633075000,-3.17E+01,7.63E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
9758050000,-3.15E+01,7.35E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
9883025000,-3.13E+01,7.11E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
10008000000,-3.11E+01,6.84E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
10132975000,-3.09E+01,6.54E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
10257950000,-3.08E+01,6.27E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
10382925000,-3.08E+01,6.00E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
10507900000,-3.07E+01,5.67E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
10632875000,-3.07E+01,5.40E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
10757850000,-3.07E+01,5.16E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
10882825000,-3.07E+01,4.92E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
11007800000,-3.08E+01,4.67E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
11132775000,-3.09E+01,4.44E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
11257750000,-3.09E+01,4.20E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
11382725000,-3.10E+01,3.96E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
11507700000,-3.12E+01,3.68E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
11632675000,-3.13E+01,3.42E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
11757650000,-3.15E+01,3.18E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
11882625000,-3.18E+01,2.98E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
12007600000,-3.21E+01,2.70E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
12132575000,-3.23E+01,2.48E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
12257550000,-3.26E+01,2.26E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
12382525000,-3.29E+01,2.02E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
12507500000,-3.31E+01,1.77E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
12632475000,-3.36E+01,1.59E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
12757450000,-3.40E+01,1.42E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
12882425000,-3.45E+01,1.24E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
13007400000,-3.50E+01,1.19E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
13132375000,-3.56E+01,1.09E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
13257350000,-3.61E+01,1.04E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
13382325000,-3.68E+01,9.53E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
13507300000,-3.74E+01,9.70E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
13632275000,-3.82E+01,9.71E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
13757250000,-3.89E+01,1.13E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
13882225000,-3.98E+01,1.27E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
14007200000,-4.08E+01,1.71E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
14132175000,-4.16E+01,2.14E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
14257150000,-4.22E+01,2.71E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
14382125000,-4.28E+01,3.29E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
14507100000,-4.32E+01,4.23E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
14632075000,-4.34E+01,4.84E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
14757050000,-4.31E+01,5.57E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
14882025000,-4.28E+01,6.20E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
15007000000,-4.23E+01,6.87E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
15131975000,-4.14E+01,7.31E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
15256950000,-4.06E+01,7.86E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
15381925000,-3.99E+01,8.17E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
15506900000,-3.92E+01,8.45E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
15631875000,-3.84E+01,8.56E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
15756850000,-3.79E+01,8.56E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
15881825000,-3.73E+01,8.56E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
16006800000,-3.68E+01,8.62E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
16131775000,-3.63E+01,8.60E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
16256750000,-3.59E+01,8.59E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
16381725000,-3.55E+01,8.57E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
16506700000,-3.51E+01,8.51E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
16631675000,-3.47E+01,8.48E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
16756650000,-3.44E+01,8.43E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
16881625000,-3.41E+01,8.37E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
17006600000,-3.38E+01,8.30E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
17131575000,-3.35E+01,8.24E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
17256550000,-3.33E+01,8.16E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
17381525000,-3.30E+01,8.08E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
17506500000,-3.26E+01,8.05E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
17631475000,-3.24E+01,8.01E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
17756450000,-3.22E+01,7.92E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
17881425000,-3.19E+01,7.78E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
18006400000,-3.17E+01,7.68E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
18131375000,-3.14E+01,7.61E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
18256350000,-3.12E+01,7.48E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
18381325000,-3.10E+01,7.37E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
18506300000,-3.07E+01,7.32E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
18631275000,-3.05E+01,7.24E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
18756250000,-3.02E+01,7.10E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
18881225000,-3.00E+01,6.98E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
19006200000,-2.97E+01,6.87E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
19131175000,-2.95E+01,6.73E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
19256150000,-2.93E+01,6.55E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
19381125000,-2.91E+01,6.35E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
19506100000,-2.89E+01,6.21E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
19631075000,-2.87E+01,6.04E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
19756050000,-2.85E+01,5.84E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
19881025000,-2.84E+01,5.67E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
20006000000,-2.82E+01,5.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
20130975000,-2.81E+01,5.30E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
20255950000,-2.80E+01,5.10E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
20380925000,-2.79E+01,4.89E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
20505900000,-2.78E+01,4.62E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
20630875000,-2.77E+01,4.40E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
20755850000,-2.77E+01,4.16E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
20880825000,-2.76E+01,3.92E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
21005800000,-2.76E+01,3.68E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
21130775000,-2.76E+01,3.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
21255750000,-2.77E+01,3.25E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
21380725000,-2.77E+01,2.96E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
21505700000,-2.78E+01,2.70E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
21630675000,-2.79E+01,2.48E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
21755650000,-2.81E+01,2.21E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
21880625000,-2.84E+01,1.92E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
22005600000,-2.87E+01,1.69E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
22130575000,-2.89E+01,1.40E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
22255550000,-2.92E+01,1.10E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
22380525000,-2.95E+01,7.92E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
22505500000,-2.98E+01,5.63E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
22630475000,-3.02E+01,2.91E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
22755450000,-3.08E+01,-6.39E-03,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
22880425000,-3.13E+01,-2.42E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
23005400000,-3.20E+01,-4.58E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
23130375000,-3.28E+01,-6.97E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
23255350000,-3.37E+01,-9.22E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
23380325000,-3.46E+01,-9.97E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
23505300000,-3.57E+01,-1.15E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
23630275000,-3.70E+01,-1.31E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
23755250000,-3.84E+01,-1.22E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
23880225000,-4.05E+01,-7.45E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
24005200000,-4.25E+01,2.27E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
24130175000,-4.38E+01,2.25E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
24255150000,-4.43E+01,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
24380125000,-4.38E+01,6.61E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
24505100000,-4.23E+01,8.40E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
24630075000,-4.02E+01,9.63E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
24755050000,-3.82E+01,9.89E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
24880025000,-3.65E+01,9.92E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
25005000000,-3.52E+01,9.75E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
25129975000,-3.39E+01,9.59E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
25254950000,-3.27E+01,9.39E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
25379925000,-3.16E+01,9.12E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
25504900000,-3.08E+01,8.81E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
25629875000,-3.00E+01,8.60E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
25754850000,-2.93E+01,8.31E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
25879825000,-2.87E+01,7.99E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
26004800000,-2.82E+01,7.64E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
26129775000,-2.76E+01,7.36E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
26254750000,-2.71E+01,7.07E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
26379725000,-2.68E+01,6.73E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
26504700000,-2.65E+01,6.40E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
26629675000,-2.63E+01,6.08E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
